timestamp_ms,x,y,z
1767334613659,9.825803756713867,-0.4118026793003082,1.6089035272598267
1767334613660,9.998186111450195,-0.43095630407333374,1.8770540952682495
1767334613660,10.295066833496094,-0.2968810200691223,1.9249382019042969
1767334613660,10.409989356994629,-0.24899697303771973,1.8770540952682495
1767334613678,10.362105369567871,-0.6512228846549988,1.8483237028121948
1767334613684,9.940725326538086,-0.8236053586006165,1.8579005002975464
1767334613710,9.787496566772461,-1.0821791887283325,1.9345149993896484
1767334613724,10.189722061157227,-0.9289502501487732,2.030282974243164
1767334613752,10.706870079040527,-0.8236053586006165,2.049436569213867
1767334613765,10.486603736877441,-0.9385270476341248,2.279279947280884
1767334613797,9.490615844726562,-1.0055646896362305,2.5091233253479004
1767334613807,8.580819129943848,-0.9097966551780701,2.7485435009002686
1767334613834,8.274360656738281,-0.8236053586006165,2.63362193107605
1767334613845,8.820239067077637,-0.689530074596405,2.5474305152893066
1767334613870,9.126696586608887,-0.5363011956214905,2.537853717803955
1767334613884,9.069235801696777,-0.6799532771110535,2.451662540435791
1767334613910,8.753201484680176,-0.6129156351089478,2.5091233253479004
1767334613924,8.465897560119629,-0.5554547905921936,2.5761611461639404
1767334613950,8.695740699768066,-0.5267243981361389,2.346317768096924
1767334613966,9.184157371520996,-0.6320692300796509,2.1739351749420166
1767334613991,9.461885452270508,-0.6991068720817566,1.7621324062347412
1767334614003,9.567230224609375,-0.5746083855628967,1.7334020137786865
1767334614030,9.586383819580078,-0.6512228846549988,1.8100165128707886
1767334614043,9.375694274902344,-0.6320692300796509,1.8387469053268433
1767334614070,9.442731857299805,-0.5650315880775452,1.9632453918457031
1767334614084,9.797073364257812,-0.49799394607543945,1.9728221893310547
1767334614111,9.854534149169922,-0.31603461503982544,2.1930887699127197
1767334614124,9.289502143859863,-0.35434186458587646,2.3367409706115723
1767334614150,8.829815864562988,-0.33518823981285095,2.097320795059204
1767334614166,8.71489429473877,-0.24899697303771973,1.6855180263519287
1767334614190,8.753201484680176,-0.22026655077934265,1.292868971824646
1767334614204,8.944737434387207,-0.08619125932455063,1.1779472827911377
1767334614230,9.040505409240723,-0.19153612852096558,1.359906554222107
1767334614248,9.165003776550293,-0.2585737705230713,1.436521053314209
1767334614272,9.155426979064941,-0.09576806426048279,1.580173134803772
1767334614286,9.069235801696777,0.0,1.6184803247451782
1767334614316,9.069235801696777,-0.009576806798577309,1.8195933103561401
1767334614324,9.107542991638184,-0.22026655077934265,1.742978811264038
1767334614350,9.47146224975586,-0.24899697303771973,1.6280571222305298
1767334614366,9.758766174316406,-0.1628057211637497,1.2449848651885986
